OBJECTID,CALL,LICENSEE,ULS_ID,Shape__Area,Shape__Length
202,KNKA404,CELLCO PARTNERSHIP,13211,15906874106,550830.8139
203,KNKA405,FRESNO MSA LP,12270,41314056286,1368911.357
204,KNKA406,"NEW CINGULAR WIRELESS PCS, LLC",12297,10482502094,439879.6652
205,KNKA407,"ALLTEL COMMUNICATIONS, LLC",12269,11346128983,411663.8358
206,KNKA408,VERIZON WIRELESS (VAW) LLC,11880,21689502451,651883.791
207,KNKA409,GTE MOBILNET OF SANTA BARBARA LP,12050,29084026752,695548.3256
208,KNKA410,GTE WIRELESS OF THE MIDWEST INCORPORATED,13232,17075646611,529048.2479
209,KNKA411,"BROADPOINT LICENSE CO., LLC",13056,1.19277E+11,5350648.071
210,KNKA412,"BROADPOINT LICENSE CO., LLC",12491,1.83713E+11,4883302.525
211,KNKA413,CELLCO PARTNERSHIP,12295,9767525153,393250.8921
212,KNKA414,MADISON SMSA LP,12284,13393489226,449674.1393
213,KNKA415,"ALLTEL COMMUNICATIONS, LLC",12305,9987853132,377565.0385
214,KNKA416,ORANGE COUNTY COMPANY POUGHKEEPSIE LP,12458,12911045862,434347.1272
215,KNKA417,ALLTEL COMMUNICATIONS OF SAGINAW MSA LP,11681,15319778981,492167.2891
216,KNKA418,"NEW CINGULAR WIRELESS PCS, LLC",12306,11017461829,411222.2018
217,KNKA419,GTE WIRELESS OF THE MIDWEST INCORPORATED,12588,15961837098,517196.3331
218,KNKA420,"ALLTEL COMMUNICATIONS OF PETERSBURG, INC.",12183,7115785526,314398.3095
219,KNKA421,LUBBOCK SMSA LP,12310,4938070657,267939.533
220,KNKA422,"ALLTEL COMMUNICATIONS INVESTMENTS, INC.",12314,14959986056,528595.6904
221,KNKA423,UNITED STATES CELLULAR OPERATING COMPANY LLC,12694,14566407073,495917.5701
222,KNKA424,"NEW CINGULAR WIRELESS PCS, LLC",12090,11943081850,451074.8005
223,KNKA425,APPLETONCOMPANYOSHKOSH-NEENAH MSA LP,12293,13202145254,458639.1003
224,KNKA426,"NEW CINGULAR WIRELESS PCS, LLC",12301,8364445191,346756.9454
225,KNKA427,"ALLTEL COMMUNICATIONS, LLC",12316,5414819467,278352.9024
226,KNKA428,"NEW CINGULAR WIRELESS PCS, LLC",13080,16636603222,514580.0475
227,KNKA429,"ALLTEL COMMUNICATIONS, LLC",12603,10740432755,420204.5738
228,KNKA430,MCALLENCOMPANYEDINBURG-MISSION SMSA LP,12092,6124702900,315383.2861
229,KNKA431,GTE MOBILNET OF CALIFORNIA LP,12015,9587328126,426240.1726
230,KNKA432,"ALLTEL COMMUNICATIONS, LLC",12317,13261200655,478034.5955
231,KNKA433,"ALLTEL COMMUNICATIONS, LLC",12971,8778405724,371810.8304
232,KNKA434,"NEW CINGULAR WIRELESS PCS, LLC",12272,17231464735,531307.3803
233,KNKA435,"ALLTEL COMMUNICATIONS OF NEBRASKA, INC.",12319,7573118121,343104.8159
234,KNKA436,ALLIED WIRELESS COMMUNICATIONS CORPORATION,11855,9133695502,394141.3591
235,KNKA437,WWC TEXAS RSA LP,12923,6964561734,322507.893
236,KNKA438,UPSTATE CELLULAR NETWORK,12169,27323721750,784538.852
237,KNKA439,DULUTH MSA LP,11969,57689940886,1236572.198
238,KNKA440,VERIZON WIRELESS OF THE EAST LP,12280,15508742839,513860.3168
239,KNKA441,CELLCO PARTNERSHIP,12627,14192678900,578327.1715
240,KNKA442,TOPEKA SMSA LP,12320,15237346973,509151.6706
241,KNKA443,CELLCO PARTNERSHIP,12276,10760467161,394056.8455
242,KNKA444,MCALLENCOMPANYEDINBURG-MISSION SMSA LP,11536,8273061511,365854.0435
243,KNKA445,"NEW CINGULAR WIRELESS PCS, LLC",12321,9750481138,372723.9572
244,KNKA446,VERIZON WIRELESS (VAW) LLC,12302,40190252540,994245.2758
245,KNKA447,"UNITED STATES CELLULAR OPERATING COMPANY OF VIRGINIA RSA 3, INC.",12307,12022117000,472379.7118
246,KNKA448,CELLCO PARTNERSHIP,12291,3859871416,237237.6258
247,KNKA449,GTE MOBILNET OF CALIFORNIA LP,12292,20049751083,588964.1322
248,KNKA450,"UNITED STATES CELLULAR OPERATING COMPANY OF CENTRAL ILLINOIS, LLC",12275,13780835361,467804.5064
249,KNKA451,AT&T MOBILITY PUERTO RICO INC.,12034,5020049015,289448.0496
250,KNKA452,"NEW CINGULAR WIRELESS PCS, LLC",13038,16776769038,510425.4023
251,KNKA453,CELLCO PARTNERSHIP,12296,8709461015,413653.238
252,KNKA454,"NEW CINGULAR WIRELESS PCS, LLC",12510,15439872570,562851.8078
253,KNKA455,"NEW CINGULAR WIRELESS PCS, LLC",13087,14689983419,465093.6127
254,KNKA456,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER IOWA, LLC",13297,15383530674,494630.902
255,KNKA457,"NEW CINGULAR WIRELESS PCS, LLC",12285,13133984227,514283.746
256,KNKA458,LAFAYETTE CELLULAR TELEPHONE COMPANY,11836,8028576039,328920.1144
257,KNKA459,GTE MOBILNET OF SOUTH TEXAS LP,12318,9806282257,469868.2371
258,KNKA461,"NEW CINGULAR WIRELESS PCS, LLC",12265,24138417402,681264.8477
259,KNKA462,SACRAMENTO VALLEY LP,12867,19089365982,554169.7856
260,KNKA463,SACRAMENTO VALLEY LP,12533,10616235006,401153.1614
261,KNKA465,VERIZON WIRELESS (VAW) LLC,12384,31921177789,855058.5457
262,KNKA466,"ALLTEL COMMUNICATIONS WIRELESS, INC.",11978,16120852215,527789.8309
263,KNKA467,AT&T MOBILITY PUERTO RICO INC.,11514,3361510452,228335.9307
264,KNKA468,"NEW CINGULAR WIRELESS PCS, LLC",12287,42730677678,1049426.138
265,KNKA469,ILLINOIS SMSA LP,11519,12925098650,515550.568
266,KNKA470,"NEW CINGULAR WIRELESS PCS, LLC",11839,27228532996,707991.9238
267,KNKA472,"NEW CINGULAR WIRELESS PCS, LLC",13246,21273439790,600149.7025
268,KNKA473,CELLCO PARTNERSHIP,12268,10480735559,406798.8385
269,KNKA474,CELLCO PARTNERSHIP,12601,17966811662,587165.9689
270,KNKA475,CELLCO PARTNERSHIP,12602,6941634137,344712.6794
271,KNKA476,"NEW CINGULAR WIRELESS PCS, LLC",12312,26282720709,705854.9064
272,KNKA477,ROCKFORD MSA LP,12382,8598425593,355666.0422
273,KNKA478,"NEW CINGULAR WIRELESS PCS, LLC",12983,8769624911,360624.7969
274,KNKA479,"NEW CINGULAR WIRELESS PCS, LLC",12721,15148717166,494760.0978
275,KNKA480,"ACS WIRELESS LICENSE SUB, INC.",13410,28646042022,752516.5365
276,KNKA481,"NEW CINGULAR WIRELESS PCS, LLC",12425,13408398307,464150.4906
277,KNKA482,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER NORTH CAROLINA, LLC",13381,47789233303,775031.9108
278,KNKA483,"MANCHESTERCOMPANYNASHUA CELLULAR TELEPHONE, L.P.",13029,9961804107,377909.0336
279,KNKA484,"NEW CINGULAR WIRELESS PCS, LLC",12339,8762919180,353998.7806
280,KNKA485,CELLCO PARTNERSHIP,12797,5835741802,281840.1383
281,KNKA486,"NEW CINGULAR WIRELESS PCS, LLC",12991,24128485239,632932.7383
282,KNKA487,"NEW CINGULAR WIRELESS PCS, LLC",13077,15468181018,506333.2685
283,KNKA488,"NEW CINGULAR WIRELESS PCS, LLC",12337,10237232836,409189.9208
284,KNKA489,"ALLTEL COMMUNICATIONS, LLC",11758,13212543731,459413.7312
285,KNKA490,VERIZON WIRELESS (VAW) LLC,11521,8375882401,370279.331
286,KNKA491,"ALLTEL COMMUNICATIONS, LLC",12441,15429843480,543650.2611
287,KNKA492,LAFAYETTE MSA LP,12192,12820918162,505876.7467
288,KNKA493,"SANTA BARBARA CELLULAR SYSTEMS, LTD.",11835,31328477845,770888.538
289,KNKA494,"NEW CINGULAR WIRELESS PCS, LLC",13218,6430225578,329405.934
290,KNKA495,CHICAGO SMSA LP,12450,5656118473,285493.6933
291,KNKA496,CELLCO PARTNERSHIP,12944,10586637566,418952.2531
292,KNKA497,GTE MOBILNET OF TERRE HAUTE LP,12012,10318014657,486294.9002
293,KNKA498,MADISON SMSA LP,12328,8763938226,350748.2446
294,KNKA499,NEW PAR,12300,5698342069,286417.1221
295,KNKA500,"ALLTEL COMMUNICATIONS, LLC",12153,9588104001,382871.0069
296,KNKA501,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER MISSOURI, LLC",12435,7947476181,369295.2543
297,KNKA502,CELLCO PARTNERSHIP,12330,6226644215,296039.4396
298,KNKA503,"ALLTEL COMMUNICATIONS WIRELESS, INC.",12993,14769009562,490367.5963
299,KNKA504,"NEW CINGULAR WIRELESS PCS, LLC",13078,72927953287,1414405.012
300,KNKA505,ALLIED WIRELESS COMMUNICATIONS CORPORATION,12308,16329821813,583790.9151
301,KNKA506,MUSKEGON CELLULAR PARTNERSHIP,12659,12276972739,425214.9907
302,KNKA507,YAKIMA MSA LP,12957,30812406117,814068.8156
303,KNKA508,CELLCO PARTNERSHIP,12334,7936322556,334714.263
304,KNKA509,NEW PAR,11974,6614287891,305229.6035
305,KNKA510,WWC TEXAS RSA LP,11892,9606867349,385751.6417
306,KNKA511,"ALLTEL COMMUNICATIONS OF PETERSBURG, INC.",12185,11463428642,432275.3418
307,KNKA512,CELLCO PARTNERSHIP,11768,5979347684,295975.816
308,KNKA513,"NEW CINGULAR WIRELESS PCS, LLC",13019,5163376105,267267.4134
309,KNKA514,"ALLTEL COMMUNICATIONS, LLC",12599,13088463801,451301.7864
310,KNKA515,"NEW CINGULAR WIRELESS PCS, LLC",12246,16830921244,569729.4073
311,KNKA516,"NEW CINGULAR WIRELESS PCS, LLC",12342,21227974481,569130.4887
312,KNKA517,"NEW CINGULAR WIRELESS PCS, LLC",12699,18321738108,546263.922
313,KNKA518,WWC TEXAS RSA LP,11894,18972027921,657660.1364
314,KNKA519,CELLULAR INC. NETWORK CORPORATION,12509,23284539507,607864.9504
315,KNKA520,TYLER/LONGVIEW/MARSHALL MSA LP,12519,10478443476,400130.4109
316,KNKA521,"TOPEKA CELLULAR TELEPHONE COMPANY, INC.",12750,12172761445,478039.1495
317,KNKA522,VERIZON WIRELESS OF THE EAST LP,12716,15401816642,506898.1981
318,KNKA523,VERIZON WIRELESS TENNESSEE PARTNERSHIP,12644,10762783668,451126.0644
319,KNKA524,"ALLTEL COMMUNICATIONS, LLC",12126,9686322585,445785.5527
320,KNKA525,UNITED STATES CELLULAR OPERATING COMPANY LLC,12689,6766867320,307772.7214
321,KNKA526,VERIZON WIRELESS (VAW) LLC,11607,22581729176,721388.4218
322,KNKA527,"UNITED STATES CELLULAR OPERATING COMPANY OF CENTRAL ILLINOIS, LLC",12691,7562086382,327288.3222
323,KNKA528,"NEW CINGULAR WIRELESS PCS, LLC",13242,10830687289,418307.8682
324,KNKA529,"NEW CINGULAR WIRELESS PCS, LLC",11518,11403376722,443361.6036
325,KNKA530,WWC TEXAS RSA LP,12309,9777570606,372978.8635
326,KNKA531,"NEW CINGULAR WIRELESS PCS, LLC",13040,13066966735,437333.5642
327,KNKA532,WATERLOO MSA LP,12648,8081365953,348614.3645
328,KNKA533,VERIZON WIRELESS (VAW) LLC,12366,18465890597,598758.814
329,KNKA534,"NEW CINGULAR WIRELESS PCS, LLC",12343,12548197850,445044.2706
330,KNKA535,FAYETTEVILLE MSA LP,11719,18889092344,524296.4008
331,KNKA536,"NEW CINGULAR WIRELESS PCS, LLC",12616,40867514072,898291.8284
332,KNKA537,"ALLTEL COMMUNICATIONS, LLC",11814,8655521813,395098.0136
333,KNKA538,"C T CUBE, L.P.",12340,6576809020,342950.1675
334,KNKA539,"ALLTEL COMMUNICATIONS WIRELESS, INC.",11749,9652403162,393323.0895
335,KNKA540,"NEW CINGULAR WIRELESS PCS, LLC",11838,31228075192,728789.2346
336,KNKA541,CELLCO PARTNERSHIP,12598,12240678008,420120.7257
337,KNKA542,"NEW CINGULAR WIRELESS PCS, LLC",12989,20144868666,698602.8229
338,KNKA543,"NEW CINGULAR WIRELESS PCS, LLC",12335,7407472875,349383.3328
339,KNKA544,"DALLAS MTA, L.P.",13336,7042762913,344289.5352
340,KNKA545,VERIZON WIRELESS (VAW) LLC,12754,18648797080,791001.7893
341,KNKA546,"NEW CINGULAR WIRELESS PCS, LLC",13337,7830692377,342148.5501
342,KNKA547,"NSIGHT SPECTRUM, LLC",12322,6256069434,337759.8004
343,KNKA548,ALLIED WIRELESS COMMUNICATIONS CORPORATION,11811,6745241310,326943.8701
344,KNKA549,CHICAGO SMSA LP,11696,4521281304,251336.2256
345,KNKA550,"NEW CINGULAR WIRELESS PCS, LLC",12752,13618095113,468019.3064
346,KNKA551,"NEW CINGULAR WIRELESS PCS, LLC",12341,6563490250,300989.3828
347,KNKA552,"NEW CINGULAR WIRELESS PCS, LLC",11925,17230743424,541804.7219
348,KNKA553,"ALLTEL COMMUNICATIONS WIRELESS, INC.",12216,8949536636,354700.1507
349,KNKA554,GTE MOBILNET OF INDIANA LP,12332,4510194490,247026.1385
350,KNKA555,"NEW CINGULAR WIRELESS PCS, LLC",12333,9907250926,374384.2134
351,KNKA556,TYLER/LONGVIEW/MARSHALL MSA LP,12798,9501967241,379527.3415
352,KNKA557,NEW PAR,11927,5323331179,271231.4594
353,KNKA558,"NEW CINGULAR WIRELESS PCS, LLC",13376,7010361584,323686.8473
354,KNKA559,LUBBOCK SMSA LP,11539,14241897700,545928.4909
355,KNKA560,"NEW CINGULAR WIRELESS PCS, LLC",13278,9224562814,398497.688
356,KNKA561,"NYNEX MOBILE OF NEW YORK, LP",11984,7592711743,353730.1145
357,KNKA562,GOLD CREEK CELLULAR OF MONTANA LP,12486,13267416618,484496.0946
358,KNKA563,VERIZON WIRELESS OF THE EAST LP,12495,5868575254,292097.5985
359,KNKA564,CELLCO PARTNERSHIP,12590,10408558411,413121.7633
360,KNKA565,ALLIED WIRELESS COMMUNICATIONS CORPORATION,11995,5434346120,272840.2031
361,KNKA566,"UNITED STATES CELLULAR OPERATING COMPANY OF CENTRAL ILLINOIS, LLC",12769,3444610333,209614.2005
362,KNKA567,"ALLTEL COMMUNICATIONS WIRELESS, INC.",12629,13334511467,511337.1744
363,KNKA568,"NEW CINGULAR WIRELESS PCS, LLC",11883,4585857199,272410.7933
364,KNKA569,VERIZON WIRELESS (VAW) LLC,12373,19906453872,616700.9199
365,KNKA570,"NEW CINGULAR WIRELESS PCS, LLC",12771,11851075160,414266.4077
366,KNKA571,"NEW CINGULAR WIRELESS PCS, LLC",11822,39151091918,974172.142
367,KNKA572,"NEW CINGULAR WIRELESS PCS, LLC",11837,40403639084,897171.7272
368,KNKA573,"NEW CINGULAR WIRELESS PCS, LLC",11895,9244724524,420848.8092
369,KNKA574,WWC LICENSE LLC,12346,9344963411,377443.4815
370,KNKA575,"NEW CINGULAR WIRELESS PCS, LLC",12117,12425014983,422772.329
371,KNKA576,"NEW CINGULAR WIRELESS PCS, LLC",12326,11644274616,441354.523
372,KNKA577,TEXAHOMA CELLULAR LP,13144,11803725781,454183.1359
373,KNKA578,BINGHAMTON MSA LP,12507,23510461640,610438.2539
374,KNKA579,VERIZON WIRELESS OF THE EAST LP,12653,11572326282,425995.1867
375,KNKA580,ORANGE COUNTY COMPANY POUGHKEEPSIE LP,13123,11628897330,427153.8773
376,KNKA581,"ALLTEL COMMUNICATIONS, LLC",11517,11664963153,463855.8227
377,KNKA582,CELLCO PARTNERSHIP,12985,14190072892,463831.341
378,KNKA583,"NEW CINGULAR WIRELESS PCS, LLC",13380,9397760759,388781.6575
379,KNKA584,"NEW CINGULAR WIRELESS PCS, LLC",11857,50191093631,1107937.725
380,KNKA585,"ALLTEL COMMUNICATIONS INVESTMENTS, INC.",11993,9656421786,399386.2952
381,KNKA586,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER IOWA, LLC",12274,20326481069,674877.2319
382,KNKA587,"NEW CINGULAR WIRELESS PCS, LLC",12030,25738181601,883353.4943
383,KNKA588,"ALLTEL COMMUNICATIONS WIRELESS, INC.",11654,10657662196,403750.2563
384,KNKA589,AT&T MOBILITY WIRELESS OPERATIONS HOLDINGS INC.,13162,7978932177,346010.2992
385,KNKA590,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER IOWA, LLC",11991,6472205404,292721.1448
386,KNKA591,"NEW CINGULAR WIRELESS PCS, LLC",13287,7839425555,330910.7242
387,KNKA592,"NEW CINGULAR WIRELESS PCS, LLC",11795,25457724012,693959.4377
388,KNKA593,GTE MOBILNET OF INDIANA LP,12336,4518498012,245475.0511
389,KNKA594,CHICAGO SMSA LP,13190,3935145427,233412.1037
390,KNKA595,"ALLTEL COMMUNICATIONS, LLC",12315,9442656915,390759.7927
391,KNKA597,"NEW CINGULAR WIRELESS PCS, LLC",11893,8291984819,347996.298
392,KNKA598,"NEW CINGULAR WIRELESS PCS, LLC",12311,8958779437,386902.448
393,KNKA599,"ALLTEL COMMUNICATIONS, LLC",13070,8759849923,369663.0688
394,KNKA600,MILWAUKEE SMSA LP,11606,8001384002,342229.5111
395,KNKA601,"MAINE RSA 1, INC.",13154,14865707291,478842.8207
396,KNKA602,"KENOSHA CELLULAR TELEPHONE, L.P.",12695,5395986591,279611.0043
397,KNKA603,"NEW CINGULAR WIRELESS PCS, LLC",13050,17557409499,574561.6231
398,KNKA604,"CELLULAR NETWORK PARTNERSHIP, AN OKLAHOMA LP",11706,9267960970,354979.5001
399,KNKA605,"NEW CINGULAR WIRELESS PCS, LLC",11947,15863693146,629657.4798
400,KNKA606,"ALLTEL COMMUNICATIONS, LLC",11842,7589120386,341065.0375
401,KNKA607,GADSDEN CELLTELCO PARTNERSHIP,12046,8388653414,346234.6409
402,KNKA608,DUBUQUE MSA LP,11854,7186599299,312843.9974
403,KNKA609,"NEW CINGULAR WIRELESS PCS, LLC",12740,14241885472,476758.4072
404,KNKA610,"NEW CINGULAR WIRELESS PCS, LLC",12147,10430642599,390666.8984
405,KNKA611,"NEW CINGULAR WIRELESS PCS, LLC",13082,5538158566,283747.898
406,KNKA612,MADISON CELLULAR TELEPHONE COMPANY,12283,13799176854,466827.1161
407,KNKA613,ALLIED WIRELESS COMMUNICATIONS CORPORATION,12331,7435734154,322408.98
408,KNKA614,"ALLTEL COMMUNICATIONS, LLC",13342,23489690695,670805.7012
409,KNKA615,"ALLTEL COMMUNICATIONS, LLC",12327,8629183198,411714.9495
410,KNKA616,CELLCO PARTNERSHIP,12945,7640115048,340278.3957
411,KNKA617,"NEW CINGULAR WIRELESS PCS, LLC",13283,10482502094,439879.6652
412,KNKA618,"CELLULAR SOUTH LICENSES, LLC",13212,10383115107,409507.9378
413,KNKA619,WAUSAU CELLULAR TELEPHONE COMPANY LP,12101,14889136051,488189.1407
414,KNKA620,LUBBOCK SMSA LP,12323,9387104822,391017.1151
415,KNKA621,"NEW CINGULAR WIRELESS PCS, LLC",13140,15111936158,531442.2886
416,KNKA622,"NEW CINGULAR WIRELESS PCS, LLC",11832,16761355470,565219.7742
417,KNKA623,"NEW CINGULAR WIRELESS PCS, LLC",12814,9649385397,461807.5225
418,KNKA624,MILWAUKEE SMSA LP,12324,8312024942,357056.9963
419,KNKA625,"NEW CINGULAR WIRELESS PCS, LLC",12518,6549163827,327294.4245
420,KNKA626,"DUBUQUE CELLULAR TELEPHONE, L.P.",12943,10023158345,371889.3198
421,KNKA627,AT&T MOBILITY PUERTO RICO INC.,11515,2928674401,215489.3
422,KNKA628,CELLCO PARTNERSHIP,12800,7072773180,330196.6998
423,KNKA629,GTE MOBILNET OF INDIANA LP,12329,6774479707,308342.4752
424,KNKA630,ILLINOIS SMSA LP,11709,12079128808,407075.9498
425,KNKA631,"NEW CINGULAR WIRELESS PCS, LLC",12325,9401439740,407517.8201
426,KNKA632,RACINE CELLULAR TELEPHONE COMPANY,12692,7287886749,326780.6754
427,KNKA633,GOLD CREEK CELLULAR OF MONTANA LP,12997,13698011202,483874.5109
428,KNKA634,"ALLTEL COMMUNICATIONS, LLC",12338,5161682016,271367.6074
429,KNKA635,"CELLULAR, INC. FINANCIAL CORPORATION",12660,7679352262,328416.516
430,KNKA636,SACRAMENTO VALLEY LP,11683,12927454038,464250.8289
431,KNKA637,"SOUTHWESTCO WIRELESS, L.P.",13108,7988394225,331401.0143
432,KNKA638,CELLCO PARTNERSHIP,12288,13165684624,448152.4111
433,KNKA639,"ALLTEL COMMUNICATIONS WIRELESS, INC.",12205,10062147334,371460.174
434,KNKA640,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER MISSOURI, LLC",13101,10758448351,396717.5888
435,KNKA641,SPRINGFIELD CELLULAR TELEPHONE COMPANY,11931,8945089704,356620.0159
436,KNKA642,GTE MOBILNET OF INDIANA LP,13330,5752900463,285652.9696
437,KNKA643,"ALLTEL COMMUNICATIONS, LLC",12032,9296664407,360263.9373
438,KNKA644,"RCC MINNESOTA, INC.",12013,15667583248,467391.8791
439,KNKA645,"NEW CINGULAR WIRELESS PCS, LLC",13276,15063929117,525468.2175
440,KNKA646,"CEDAR RAPIDS CELLULAR TELEPHONE, L.P.",12470,9138044859,354912.5929
441,KNKA647,"NEW CINGULAR WIRELESS PCS, LLC",13226,8769667377,407907.7551
442,KNKA648,"CELLULAR, INC. FINANCIAL CORPORATION",13302,25313870797,761896.2443
443,KNKA649,"NEW CINGULAR WIRELESS PCS, LLC",11841,20204170828,651342.6147
444,KNKA650,WWC TEXAS RSA LP,13150,8335496007,401049.0175
445,KNKA651,WWC TEXAS RSA LP,11856,6193824002,328542.2689
446,KNKA652,"NEW CINGULAR WIRELESS PCS, LLC",13020,6212270128,296476.4791
447,KNKA653,"NEW CINGULAR WIRELESS PCS, LLC",11833,42843560953,1057691.606
448,KNKA654,"NEW CINGULAR WIRELESS PCS, LLC",11911,8504759447,349238.2263
449,KNKA655,"NEW CINGULAR WIRELESS PCS, LLC",11810,10274801620,393388.1816
450,KNKA656,"NEW CINGULAR WIRELESS PCS, LLC",12345,13608101607,444402.1564
451,KNKA657,"NEW CINGULAR WIRELESS PCS, LLC",12924,45317318198,1133225.242
452,KNKA658,SIOUX CITY MSA LP,12806,11197026931,434452.7009
453,KNKA659,"UNITED STATES CELLULAR OPERATING COMPANY OF LACROSSE, LLC",12529,35740925596,697573.9739
454,KNKA660,"NEW CINGULAR WIRELESS PCS, LLC",12105,7563191173,326571.7313
455,KNKA661,"NEW CINGULAR WIRELESS PCS, LLC",11597,4309557578,244705.5372
456,KNKA662,VERIZON WIRELESS OF THE EAST LP,12739,7337585173,336447.7986
457,KNKA663,"NEW CINGULAR WIRELESS PCS, LLC",12400,16343997049,514009.6112
458,KNKA664,ANDERSON CELLTELCO,12381,7634515626,328894.5599
459,KNKA665,CELLCO PARTNERSHIP,12096,8202715718,347757.3092
460,KNKA666,"NEW CINGULAR WIRELESS PCS, LLC",11665,16578157187,499067.775
461,KNKA667,"NEW CINGULAR WIRELESS PCS, LLC",11509,10030860531,406244.8217
462,KNKA668,KANKAKEE CELLULAR LLC,13109,4624153383,243777.1255
463,KNKA669,"GTE MOBILNET OF FLORENCE, ALABAMA INCORPORATED",11967,7898893171,344603.6587
464,KNKA670,"NEW CINGULAR WIRELESS PCS, LLC",11794,21892992838,582840.4628
465,KNKA671,LUBBOCK SMSA LP,11535,9852824391,390067.2393
466,KNKA672,"NEW CINGULAR WIRELESS PCS, LLC",12700,6582304335,308024.0343
467,KNKA673,"ALLTEL COMMUNICATIONS WIRELESS OF LOUISIANA, INC.",12938,13164378197,445857.0027
468,KNKA674,LUBBOCK SMSA LP,11918,10076962474,389937.8992
469,KNKA675,CELLCO PARTNERSHIP,12964,16331352968,499119.5473
470,KNKA676,AT&T MOBILITY OF GALVESTON LLC,13348,6154967183,351346.7286
471,KNKA677,VERIZON WIRELESS OF THE EAST LP,13191,10213514522,386507.8352
472,KNKA678,"NEW CINGULAR WIRELESS PCS, LLC",12115,17561464634,566142.3578
473,KNKA679,"NEW CINGULAR WIRELESS PCS, LLC",11510,8998170146,377936.3366
474,KNKA680,SEATTLE SMSA LP,13235,17592585508,515828.9673
475,KNKA681,"ALLTEL COMMUNICATIONS WIRELESS, INC.",12109,7302258979,354347.6352
476,KNKA682,"ALLTEL COMMUNICATIONS, LLC",13066,11628056355,438793.3495
477,KNKA683,UNITED STATES CELLULAR OPERATING COMPANY OF MEDFORD,12204,25159195400,616505.531
478,KNKA684,"CELLULAR SOUTH LICENSES, LLC",11804,5424266163,273946.5863
479,KNKA685,"NEW CINGULAR WIRELESS PCS, LLC",11843,26954120416,742890.0417
480,KNKA686,HOUMA/THIBODAUX CELLULAR PARTNERSHP,12207,10459294661,564493.0025
481,KNKA687,"NEW CINGULAR WIRELESS PCS, LLC",13041,16730269981,511069.3283
482,KNKA688,VERIZON WIRELESS OF THE EAST LP,13097,8596890750,375891.2499
483,KNKA689,GTE MOBILNET OF INDIANA LP,13413,6511382441,360793.1912
484,KNKA690,"ALLTEL COMMUNICATIONS, LLC",12589,6115249475,289375.1206
485,KNKA691,PITTSFIELD CELLULAR TELEPHONE COMPANY,13100,12115211907,443084.0343
486,KNKA692,"NEW CINGULAR WIRELESS PCS, LLC",11828,26159012220,738265.3375
487,KNKA693,DANVILLE CELLULAR TELEPHONE COMPANY LP,11666,6452038096,321616.6889
488,KNKA694,"NEW CINGULAR WIRELESS PCS, LLC",12996,11021464391,393164.8391
489,KNKA695,NYNEX MOBILE LP 1,13395,27759648082,710247.0064
490,KNKA696,"NEW CINGULAR WIRELESS PCS, LLC",13039,12863371839,494764.0587
491,KNKA697,AT&T MOBILITY WIRELESS OPERATIONS HOLDINGS INC.,12014,15245549268,484446.7951
492,KNKA698,CELLCO PARTNERSHIP,12439,17110882354,545083.5708
493,KNKA700,"NEW CINGULAR WIRELESS PCS, LLC",11511,60977909078,1355251.361
494,KNKA701,"NEW CINGULAR WIRELESS PCS, LLC",12782,10488010042,390281.3329
495,KNKA702,"NEW CINGULAR WIRELESS PCS, LLC",12595,16906740792,568866.3246
496,KNKA703,ORLANDO SMSA LP,12196,10830687289,418307.8682
497,KNKA704,"NEW CINGULAR WIRELESS PCS, LLC",11830,22356170877,609055.9496
498,KNKA705,VERIZON WIRELESS OF THE EAST LP,12708,11057596225,434819.908
499,KNKA706,"NEW CINGULAR WIRELESS PCS, LLC",11935,8435051767,375809.456
500,KNKA707,NEW PAR,11932,16235618731,524778.0253
501,KNKA708,"NEW CINGULAR WIRELESS PCS, LLC",12462,16250226347,556385.5287
502,KNKA709,"ATHENS CELLULAR, INC.",13397,10956018075,407711.847
503,KNKA710,"BANGOR CELLULAR TELEPHONE, L.P.",13153,31721357665,854290.9602
504,KNKA711,"ALLTEL COMMUNICATIONS, LLC",11869,15740234221,581226.9781
505,KNKA712,"NEW CINGULAR WIRELESS PCS, LLC",12197,11942545388,421620.3683
506,KNKA713,VERIZON WIRELESS (VAW) LLC,11608,16734814771,524027.7035
507,KNKA714,VERIZON WIRELESS (VAW) LLC,11609,11832055591,493359.2136
508,KNKA715,"ALLTEL COMMUNICATIONS, LLC",12421,7677557181,337443.8114
509,KNKA716,GTE WIRELESS OF THE MIDWEST INCORPORATED,13233,4064663796,234360.1933
510,KNKA717,PORTLAND CELLULAR PARTNERSHIP,11595,7710572578,333903.7515
511,KNKA718,VERIZON WIRELESS (VAW) LLC,12975,6513734028,308720.0512
512,KNKA719,VERIZON WIRELESS (VAW) LLC,11968,11632149132,443648.0637
513,KNKA720,"NEW CINGULAR WIRELESS PCS, LLC",11840,19260134497,608931.7784
514,KNKA721,UNITED STATES CELLULAR OPERATING COMPANY LLC,12690,9284264050,361622.3439
515,KNKA722,AT&T MOBILITY WIRELESS OPERATIONS HOLDINGS INC.,13290,26382945251,722548.7501
